ncons,Id IMDb,Identité,Photo de profil,Connu pour ces Films,Popularité,Biographie,Année de naissance,Lieu de naissance,Année de décès,Métier,Profession Primaire,Profession Secondaire,Profession Tertiaire
nm0662981,2536.0,Michael Parks,/sXK8vnVNyYzJl2oE6lxKLtxG9px.jpg,"tt0873886,tt3099498,tt0116367,tt1077258",1.2301,Inconnu,1940.0,"Corona, California, USA",2017.0,actor,actor,director,producer
nm0322002,74570.0,Ron Glass,/wXkS9e8VZPWlc7jK3AaMXZ2OTUx.jpg,"tt0379786,tt0072472,tt0303461,tt0947802",0.287,Inconnu,1945.0,"Evansville, Indiana, USA",2016.0,actor,actor,director,soundtrack
nm0144045,19162.0,Jean-Pierre Cassel,/iCZ9CFw55lwdERGuIEFrkpOdaBi.jpg,"tt0068361,tt0110907,tt0112769,tt0071877",0.6629,"Jean-Pierre Crochon, dit Jean-Pierre Cassel, est un acteur, chanteur et danseur français, né le 27 octobre 1932 à Paris où il est mort le 19 avril 2007. Il se fait connaître dans les années 1950-1960 grâce à ses claquettes et à ses rôles de jeune premier «bondissant» dans des comédies comme L’Amant de cinq jours, Le Farceur ou Les Jeux de l'amour. Dans les années 1970, il est la vedette, entre autres, du Bateau sur l’herbe de Gérard Brach et du Charme discret de la bourgeoisie de Luis Buñuel.

Fils de Georges Crochon, médecin, et de Louis-Marguerite Fabrègue (1893-1974), chanteuse d’opéra, Jean-Pierre Cassel indique avoir passé «une bonne partie» de sa jeunesse dans le Gard, d’où il est originaire. Il entre au cours Simon après avoir échoué au baccalauréat et commence par quelques figurations.

Jean-Pierre Cassel a côtoyé de très grands réalisateurs au cours de ses cinquante années de carrière, de Gene Kelly — qui lui a fait faire ses premiers pas dans La Route joyeuse en 1954 — à Robert Altman en passant par Claude Chabrol, Sidney Lumet, Luis Buñuel, Jean-Pierre Melville, Joseph Losey, Abel Gance, René Clément ou Jean Renoir. Il était aussi très apprécié de la nouvelle génération de réalisateurs français: il a en effet tourné sous la direction de Roschdy Zem, Mathieu Kassovitz, Gilles Lellouche ou encore Mabrouk El Mechri. Il a également eu pour partenaires à l’écran de grands noms du cinéma français et international et quelques-unes des actrices les plus douées de son époque: Catherine Deneuve, Annie Girardot, Brigitte Bardot, Stéphane Audran, Romy Schneider, Claude Jade, Jean Seberg, Marie Dubois, Geraldine Chaplin, Jacqueline Bisset…  Ses multiples talents le mènent également sur les planches. Au théâtre, il débute dans L'Idiote de Marcel Achard, L'Avare sous la direction de Jean Vilar, Bleu, blanc, rouge ou les libertins de Roger Planchon, Roméo et Juliette par Michel Cacoyannis. Passionné par le music-hall, à 74 ans, il consacre de 2005 à 2006, à Serge Gainsbourg qu’il a connu débutant dans les années 1950, un spectacle intitulé Jean-Pierre Cassel chante et danse Gainsbourg Suite. Il reprend les chansons arrangées dans le style jazz pur et dur auquel l'auteur-compositeur-interprète s’essaya en 1963 avec son album Gainsbourg Confidentiel. Il interprète notamment trois titres inédits que Gainsbourg lui a écrits pour une émission télévisée intitulée Top à Cassel: Cliquediclac, Ouh ! Là là là là et Viva la pizza (une production de Maritie et Gilbert Carpentier diffusée le 14 mars 1964 sur la 1re chaîne de la RTF).  Il aura à son actif près d’une cinquantaine de pièces et spectacles, une centaine de rôles pour la télévision et pratiquement autant pour le grand écran.

En 1960, il rencontre Françoise Dorléac qui sera son amour de jeunesse. Marié avec Sabine Litique, connue sous le nom de Cassel-Lanfranchi, il a avec elle trois enfants, Vincent Cassel, lui-même acteur, Olivia, victime de la mort subite du nourrisson, et Mathias Cassel alias Rockin’ Squat, leader du groupe de rap Assassin. Sabine le quitte pour le chorégraphe et ami de Jean-Pierre Cassel, Michael Bennett. Il épouse le 30 décembre 1981 la journaliste Anne Célérier, avec qui il a une fille, Cécile Cassel, plus connue sous son nom de scène HollySiz. ...

Source: Article «Jean-Pierre Cassel» de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1932.0,"Paris, France",2007.0,actor,actor,director,writer
nm0196541,266665.0,Jacques Dacqmine,/vrdtoKZ3D5YbHv91S8mgiYAQEcb.jpg,"tt0142688,tt0086779,tt0052698,tt0057966",0.2034,"Jacques Dacqmine est un acteur français, né le 30 novembre 1923 à La Madeleine (Nord) et mort le 29 mars 2010 à Périers-en-Auge (Calvados).

Il a également doublé en français de nombreux acteurs dont James Mason dans La Mort aux trousses et George Sanders dans Le Village des damnés.

Source: Article « Jacques Dacqmine » de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1924.0,"La Madeleine, Nord, France",2010.0,actor,actor,miscellaneous,writer
nm0244999,6018.0,Daniel Duval,/fhov7IrseaF5WKJ666VVBlxBFO3.jpg,"tt0075004,tt1247640,tt0387898,tt0085479",0.4141,"Daniel Duval, né le 28 novembre 1944 à Vitry-sur-Seine et mort le 9 octobre 2013 à Paris 10e, est un acteur, réalisateur et scénariste français.

Daniel Duval a été élevé en famille d'accueil dans l'Allier, scolarisé (cm1, cm2) à Paray-le-Frésil. Il est resté toute sa vie, viscéralement attaché à ces ""racines provinciales""; il faisait très souvent des séjours à Paray, y voyait ses amis d'enfance et se ressourçait ainsi.

Il exerce le métier de raboteur de parquets lorsqu'il se blesse gravement à la main. Lors de son séjour à l'hôpital, il rencontre le Père Dagonnet, un des réalisateurs du Jour du Seigneur, également hospitalisé, qui lui propose son aide. À la sortie de l'hôpital, grâce au Père Dagonnet, il est embauché comme grouillot, porteur de caméras et aide-monteur dans un studio de cinéma. Au bout de 17 mois, il va voir le Père Dagonnet et lui fait part de son souhait de réaliser un film. On lui donne alors une caméra et de la pellicule, et il tourne La noce à Clovis, filmant le mariage d'un de ses amis. Son court-métrage obtient un premier prix au festival d'Oberhausen. Il est alors engagé par René Puissesseau pour son magazine télé Point-Contre-point"" sur Antenne 2. Il y réalise le portrait d'un braconnier qu'il connaît depuis son enfance.

Daniel Duval débute sur grand écran en 1974 dans Le Voyage d'Amélie qu’il écrit et dont il assure lui-même la mise en scène, (avec pour acteurs des habitants hauts en couleur, de Paray-le-Frésil). Lorsque, la même année, il devient pensionnaire de l'Académie de France à Rome, il y est le premier cinéaste. En 1975, il écrit et réalise L'Ombre des châteaux avec Philippe Léotard, et obtient le 2e prix au festival de Moscou. On peut être certain que ""le Voyage d'Amélie"" (dans lequel jouent les villageois de Paray-le-Frésil), "" l'Ombre des châteaux"" et ""le Temps des porte-plumes"" sont intimement inspirés de ses villages adoptifs.

Par ailleurs, il tourne sous la direction de Bertrand Tavernier, dans Que la fête commence, avant d'apparaître dans L'Agression (1975) de Gérard Pirès et la comédie dramatique Va voir maman, papa travaille (1977). Il revient à la réalisation en 1979, avec La Dérobade, qui connaît un succès international; il y campe un proxénète face à Miou-Miou et Maria Schneider. Remarqué dans Le Bar du téléphone (1980), le comédien donne la réplique à Richard Bohringer dans Le Juge (1984) et parfait son image de dur dans Un été d'enfer (1984) ou encore Les Loups entre eux (1985) de José Giovanni. En 1984, il est acteur, réalisateur et scénariste dans le téléfilm Un chien écrasé tourné dans le cadre de la série télévisée Série noire.

Après une longue période d'absence à l'écran, Daniel Duval effectue son retour au cinéma d'auteur dans la deuxième moitié des années 1990. Il est, pour Sandrine Veysset, le mari imprévisible et le père inconséquent de Y aura-t-il de la neige à Noël? (1996), un gangster pour Xavier Durringer dans J'irai au paradis car l'enfer est ici (1997), un séducteur ténébreux et dangereux face à Nathalie Baye dans Si je t'aime, prends garde à toi (1998) de Jeanne Labrune et l'activiste gauchiste, repenti et suicidaire du Vent de la nuit (1999) de Philippe Garrel. ...

Source: Article ""Daniel Duval"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1944.0,"Vitry-sur-Seine, Val-de-Marne, France",2013.0,actor,actor,director,writer
nm0399663,1232.0,David Huddleston,/g4FEQ1cRhrwjdd1boWDSLkrWK1g.jpg,"tt0118715,tt0071230,tt0077294,tt0395251",1.0992,Inconnu,1930.0,"Vinton, Virginia, USA",2016.0,actor,actor,producer,director
nm0001423,10460.0,Richard Kiel,/wop4KV2ywl6gdYnCUs1OthtGylM.jpg,"tt0079574,tt0116483,tt0398286,tt0089767",1.3575,"Richard Kiel, né Richard Dawson Kiel le 13 septembre 1939 à Détroit, Michigan, et mort le 10 septembre 2014 à Fresno, Californie, est un acteur, scénariste et producteur de cinéma américain.

Avec ses 2,18 m (7′ 2″), dus à l'acromégalie, il est célèbre pour ses rôles de géant, surtout celui de Requin (Jaws), ennemi de James Bond dans L'Espion qui m'aimait et Moonraker.

Richard Kiel, d'origine allemande, est né le 13 septembre 1939 à Détroit, dans le Michigan, aux États-Unis. Les parents de Kiel sont de taille moyenne. La famille s'installe à Los Angeles lorsqu'il a huit ans. Sa croissance, tout à fait exceptionnelle, commence lors de sa préadolescence.

Après avoir vendu des concessions funéraires, enseigné les mathématiques et travaillé comme videur dans une boîte de nuit, il apparaît au cinéma en 1961 dans La Planète fantôme (The Phantom Planet). Il obtient ensuite des rôles à la télévision, dans des séries aussi diverses que La Quatrième Dimension et Les Espions. Entre 1965 et 1968, il joue dans plusieurs épisodes de la série Les Mystères de l'Ouest.

On le voit aussi au cinéma Docteur Jerry et Mister Love avec Jerry Lewis, Transamerica Express, aux côtés de Clifton James. En 1977, le producteur Albert R. Broccoli fait appel à lui pour interpréter le rôle du méchant, nommé Requin (Jaws dans la version originale) dans le 10e film de la saga James Bond L'Espion qui m'aimait avec Roger Moore qui endosse pour la troisième fois le costume de 007. La denture métallique du méchant créée par la belle-fille de Stanley Kubrick devient instantanément culte. Kiel devient alors une star internationale. Richard Kiel et Arnold Schwarzenegger étaient les deux derniers prétendants pour jouer Hulk dans la série télé éponyme. Lorsque Richard Kiel fut engagé pour jouer Jaws, Hulk fut joué par Lou Ferrigno. Il tourne dans la foulée d'autres films, de guerre L'ouragan vient de Navarone ou de space opera L'Humanoïde. Mais à la demande du fils du producteur Michael G. Wilson, Kiel reprend son rôle de Requin dans Moonraker en 1979, 11e film de James Bond, toujours avec Roger Moore dans le rôle principal. À la sortie du film, l'acteur et sa famille sont envoyés en tournée mondiale pendant quinze semaines, avec un succès phénoménal en Allemagne, en France, au Royaume-Uni, au Japon et dans les pays scandinaves.

Richard Kiel a aussi fait de nombreuses apparitions dans les congrès et conventions de fans de James Bond.

En 1960, il épouse Faye Daniels; ils divorcent en 1973. En 1974, il épouse Diane Rogers.

Depuis un accident de voiture en 1991, Kiel utilisait un déambulateur ou un fauteuil roulant pour les longues distances, car il avait des problèmes d'équilibre.

Il meurt le 10 septembre 2014, d'un infarctus du myocarde consécutif à une infection cardiaque, à l'hôpital Saint Agnes de Fresno (Californie). Une semaine auparavant, il y avait été admis après s'être cassé une jambe. Il laisse derrière lui son épouse Diane, ainsi que quatre enfants et neuf petits-enfants.

Source: Article ""Richard Kiel"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1939.0,"Detroit, Michigan, USA",2014.0,actor,actor,writer,producer
nm0194788,32885.0,Michel Côté,/e86pi5r9Lu3ijBJExAlaRzwg2PB.jpg,"tt0401085,tt1166094,tt0373788,tt0211103",0.1285,Inconnu,1950.0,"Alma, Québec, Canada",2023.0,actor,actor,writer,art_department
nm0579828,23442.0,Vladimir Menshov,/uFcUO36vMhZuI4e8KSfM4UckODG.jpg,"tt0403358,tt0079579,tt0409904,tt0261450",0.3551,Inconnu,1939.0,"Baku, Azerbaijan SSR, USSR",2021.0,actor,actor,producer,writer
nm0933447,7277.0,Georges Wilson,/hifU1QhRKnX44VyrRBHmPldTsRy.jpg,"tt0072281,tt0411272,tt0098609,tt0056197",0.3,"Georges Wilson, est un acteur, metteur en scène, réalisateur et directeur de théâtre français, né Georges Willson le 16 octobre 1921 à Champigny (Seine) (aujourd'hui Champigny-sur-Marne en Val-de-Marne), et mort le 3 février 2010 au centre hospitalier de Rambouillet (Yvelines).

Il a pris la suite de Jean Vilar à la direction du TNP de 1963 à 1972.

Il est le père du musicien de jazz Jean-Marie Wilson et de l'acteur Lambert Wilson.

Georges Willson, né le 16 octobre 1921 à Champigny-sur-Marne, est d'origine irlandaise par sa mère dont il porte le nom. Il prend pour la scène le pseudonyme de Georges Wilson.

Il suit, dès 1945, les cours de Pierre Renoir à l'école de la rue Blanche.

De 1947 à 1950, il commence sa carrière de comédien dans la compagnie Grenier-Hussenot.

En 1952, il est recruté par Jean Vilar au Théâtre national populaire (TNP) et se produit au Festival d'Avignon.

En 1963, il succède à Jean Vilar à la direction du TNP. Jusqu'à son départ en 1972, il joue et met en scène de nombreuses pièces classiques. Il monte sur les planches notamment pour L'École des femmes de Molière, et En attendant Godot de Samuel Beckett. Il met en scène la pièce de Sartre Huis clos, ainsi que l'opéra Falstaff de Verdi.

Il est à l'origine de la construction de la petite salle Gémier du palais de Chaillot.

De 1957 à sa mort, il enseigne à l'école de théâtre de Charles Dullin.

En 1978, il prend la direction artistique du Théâtre de l'Œuvre dirigé par Georges Herbert.

À la télévision, il interprète plusieurs téléfilms, dont La Nuit des rois de Claude Loursais, en 1957, et L'Huissier de Pierre Tchernia, en 1990.

Georges Wilson se lance dans l'écriture et la réalisation de film avec La Vouivre, en 1988.

Il a également joué dans un très grand nombre de films.

Il meurt le 3 février 2010 à 88 ans, au Centre hospitalier de Rambouillet. Après des obsèques célébrées en l'église Saint-Roch de Paris, il est inhumé dans le cimetière communal de Clairefontaine-en-Yvelines.

Source: Article ""Georges Wilson"" de Wikipédia en français, soumis à la licence CC-BY-SA.",1921.0,"Champigny-sur-Marne, Val-de-Marne, France",2010.0,actor,actor,miscellaneous,director
nm0308606,1542.0,Willie Garson,/8M3aV0mys2MMFtsLag0Vjox9dzc.jpg,"tt1261945,tt0332047,tt0116778,tt0120601",1.0541,Inconnu,1964.0,"Highland Park, New Jersey, USA",2021.0,actor,actor,director,producer
nm0377034,15376.0,Brad William Henke,/ynte6cntUQ87iZcbWMxesf7mD59.jpg,"tt2005374,tt1024715,tt1663662,tt2713180",0.7477,Inconnu,1966.0,"Columbus, Nebraska, USA",2022.0,actor,actor,director,writer
nm0559344,77681.0,John Matshikiza,/pFjzSxpoPvHg84jdjpIqTDRjUbd.jpg,"tt0294357,tt0104155,tt0108588,tt0106138",0.8459,Inconnu,1954.0,"Johannesburg, South Africa",2008.0,actor,actor,director,producer
nm0000273,1903.0,Alan Arkin,/lTMMpkqL0G3WeFNfbtdP5COZEiX.jpg,"tt1024648,tt0449059,tt0104348,tt0099487",1.5736,Inconnu,1934.0,"New York City, New York, USA",2023.0,actor,actor,director,writer
nm0001001,3085.0,James Caan,/v3flJtQEyczxENi29yJyvnN6LVt.jpg,"tt0083190,tt0073631,tt0100157,tt0068646",2.7311,"James Langston Edmund Caan, né le 26 mars 1940 à New York et mort le 6 juillet 2022 à Los Angeles, est un acteur américain.

Il a également réalisé un film, L'Impossible Témoin, en 1980.

James Caan est né le 26 mars 1940 dans le quartier du Bronx à New York au sein d'une famille juive d'origine allemande. Il grandit dans le quartier de Sunnyside dans le Queens, auprès de sa sœur et de son frère.

Il étudie à l'université d'État du Michigan puis à l'Université Hofstra.

Durant son adolescence, il s'est investi dans la production de groupes vocaux locaux tels que les Embers (pas d'enregistrements sortis, uniquement des démos réalisées au studio Adlphi de New York).",1940.0,"The Bronx, New York City, New York, USA",2022.0,actor,actor,director,stunts
nm0000564,11390.0,Peter O'Toole,/cQdULVxbxK1HbgqblImXfVXkGyO.jpg,"tt0056172,tt0063227,tt0332452,tt0081568",1.6525,"Peter Seamus O'Toole est un acteur britannique et irlandais. Il est considéré comme un « monstre sacré » du théâtre et du cinéma britannique.

Son père, Patrick Joseph “Spats” O'Toole, était joueur invétéré et bookmaker irlandais, tandis que sa mère Constance Jane Eliot (née Ferguson), était une nurse écossaise.

Il passe son enfance dans le Kerry en Irlande, puis à Dublin.

En 1946, à 14 ans, il commence à travailler comme garçon de bureau puis comme journaliste à Leeds.

En 1949, il est encouragé par un ami comédien et commence une carrière théâtrale à 17 ans au Théâtre municipal de Leeds.

En 1950, à 18 ans, il fait son service militaire dans la Royal Navy pendant deux ans.

En 1952, il a alors 20 ans et obtient une bourse pour suivre pendant deux ans les cours de la prestigieuse Académie royale d'Art dramatique de Londres.

En 1954, à 22 ans, il devient membre, élève et comédien shakespearien de la prestigieuse Royal Shakespeare Company du Bristol Old Vic et de son école, la Bristol Old Vic Theatre School (le plus ancien théâtre institutionnel du Royaume-Uni à Bristol dans le Gloucestershire).

En 1956, il joue dans des comédies musicales à Londres : Oh, My Papa…

En 1959, à 27 ans, il obtient son premier grand triomphe avec la pièce The Long and the Short and the Tall.

Il est apparu dans plus de quatre-vingts rôles de répertoire et il est sacré meilleur acteur de la scène anglaise par un Evening Standard Award, par une critique enthousiaste. Il joue pour la première fois pour le cinéma avec trois rôles secondaires et fonde la société de production Keep Films pour autoproduire certaines de ses prestations.

En 1960, à 28 ans, il joue ses premiers grands rôles au cinéma dans les films L'Enlèvement de David Balfour de Robert Stevenson et Les Dents du diable de Nicholas Ray.

En 1962, à 30 ans, c'est la consécration de sa vie. Sam Spiegel et David Lean cherchent désespérément un acteur pour incarner l'héroïque et charismatique colonel et écrivain britannique Thomas Edward Lawrence (Lawrence d'Arabie). Après le refus de Marlon Brando, il est choisi pour le rôle dans Lawrence d'Arabie, incarnation cinématographique qui lui vaut d'entrer dans la légende du cinéma mondial avec son partenaire Omar Sharif. Le tournage dure deux ans.

En 1962, à la suite de son succès mondial, il joue la même année le rôle du roi Henri II d'Angleterre dans le film Becket de Peter Glenville aux côtés de Richard Burton et John Gielgud. Il reçoit pour ce rôle la récompense hollywoodienne du Golden Globe Award du meilleur acteur dans un film dramatique 1965.

En 2002, il est pressenti, au même titre que Michael Gambon, Christopher Lee et Ian McKellen, pour reprendre le rôle d'Albus Dumbledore dans la saga Harry Potter. C'est finalement Michael Gambon qui obtient le rôle.

En 2003, à 71 ans, après avoir été nommé sept fois aux Oscars depuis Lawrence d'Arabie sans avoir obtenu cette récompense, il reçoit un Oscar d'honneur pour l'ensemble de sa carrière. Il apparaît affaibli et tremblant, ses traits profondément marqués par l'âge et l'alcoolisme.

Il publie son autobiographie en deux volumes. Le 10 juillet 2012, il annonce qu'il se retire du cinéma et du théâtre.

Il meurt des suites d'un cancer de l'estomac, le 14 décembre 2013, à Wellington Hospital en St John's Wood, Londres.",1932.0,"Leeds, West Riding of Yorkshire, England",2013.0,actor,actor,producer,director
nm0393739,80418.0,Ewan Hooper,/toORz6m1MV0XTQmNgw071uBqpzt.jpg,"tt0434124,tt0062909,tt0054518,tt2158111",0.5189,Inconnu,1935.0,"Dundee, Tayside, Scotland, UK",2023.0,actor,actor,writer,producer
nm0725543,7167.0,Don Rickles,/iJLQV4dcbTUgxlWJakjDldzlMXS.jpg,"tt0065938,tt0112641,tt0114709,tt0120363",0.9822,Inconnu,1926.0,"Queens, New York City, New York, USA",2017.0,actor,actor,writer,soundtrack
nm0000664,723.0,Patrick Swayze,/cjOI4kvoLIec0ZnqXibjSTDfq3y.jpg,"tt0092890,tt0099653,tt0102685,tt0114682",2.0959,"Patrick Swayze, né le 18 août 1952 à Houston et mort le 14 septembre 2009 à Los Angeles, est un acteur, danseur, chanteur et producteur américain. Il se fait connaître grâce au succès du film Dirty Dancing (1987) pour lequel il coécrit et interprète la chanson She's Like the Wind.

Il tourne ensuite dans Road House (1989), Ghost (1990), qui sera un très grand succès, et Point Break (1991).

Le 5 mars 2008, son agent annonce que l'acteur, alors âgé de 55 ans, souffre d'un cancer du pancréas. En décembre 2008, des rumeurs ne lui prêtant plus que quelques semaines à vivre sont démenties par l'acteur. Le 19 mai 2009, de nouvelles rumeurs, aussitôt démenties, annoncent sa mort. Il meurt le 14 septembre 2009, dans sa maison à Los Angeles, des suites de sa maladie. Il est incinéré et ses cendres sont répandues dans son ranch du Nouveau-Mexique.

Il était un fumeur invétéré (jusqu'à soixante cigarettes par jour) et il continuait à fumer malgré son cancer.",1952.0,"Houston, Texas, USA",2009.0,actor,actor,producer,miscellaneous
nm0095718,15857.0,James Booth,/14SEd9m1ilVTPIB8RhHU5U4KwEW.jpg,"tt0058777,tt0101326,tt0075648,tt0089835",0.3334,Inconnu,1927.0,"Croydon, Surrey, England",2005.0,actor,actor,writer,soundtrack
nm0538683,10134.0,Mako,/qrt9yI5sEEemzVAEh8mtI6E68L0.jpg,"tt0082198,tt0213149,tt0087078,tt0060934",1.1396,Inconnu,1933.0,"Kobe, Japan",2006.0,actor,actor,production_designer,soundtrack
nm0031511,27208.0,Omero Antonutti,/2MWM2DCyuQM1fLoplTCeN2KsJY7.jpg,"tt0076517,tt1046997,tt0087537,tt0081148",0.199,Inconnu,1935.0,"Basiliano, Udine",2019.0,actor,actor,miscellaneous,sound_department
nm0112533,25076.0,Claude Brosset,/u2TEqxC1TwE7WdxYIXkrYTZi9Tf.jpg,"tt0118715,tt0220212,tt0079477,tt0173594",0.24,"Claude Brosset est un acteur français, né le 24 décembre 1943 à Juvisy-sur-Orge et mort le 25 juin 2007 à Pontoise. Claude Brosset est connu pour ses seconds rôles au cinéma et dans les téléfilms français.

Il se destine très tôt au métier de comédien. Diplômé du Centre dramatique de la rue Blanche et du Conservatoire national d'art dramatique, où il fut l'élève de Fernand Ledoux, il obtient le 1er prix de comédie classique, le 1er prix de comédie moderne et le 2e prix de tragédie.

À 20 ans, il interprète son premier rôle dans le feuilleton Les Joyeuses Commères de Windsor de Lazare Iglesis. Il va jouer ensuite dans plus d'une centaine de films pour le cinéma et à la télévision, notamment dans les policiers de Jean-Paul Belmondo, dont il était l'ami.

Claude Brosset est un des rares comédiens à avoir su mener de front une carrière au cinéma comme à la télévision. Au début des années 1990, il devint propriétaire d'un restaurant dénommé «Le Cyrano», à Carcassonne, ville qu'il avait découverte grâce à Philippe Noiret et Pierre Richard.

Sur le petit écran, il participe à l'aventure des premières grandes sagas comme Les Rois maudits en 1972, Graine d'ortie en 1973, Le comte de Monte Cristo en 1979, Sans famille en 1983, La Rivière Espérance en 1993. Il joue, avec son ami Sylvain Joubert, dans Ardéchois cœur fidèle en 1974 et dans Félicien Grevèche en 1986.

Il s'essaie aux comédies dans La Carapate, Les Ripoux, il joue des rôles à contre-emploi, aux côtés de Jean Yanne dans Je te tiens, tu me tiens par la barbichette, Cayenne Palace et Le Radeau de la Méduse.

Il s'installe à Ermont dans le quartier des Callais, une zone pavillonnaire.

Visage incontournable du cinéma français, il avait ce que l'on appelle dans le métier «une tronche». Il tourne notamment avec Didier Bourdon et Bernard Campan, (Les Inconnus), dans Les Rois mages ou avec Jean Dujardin dans OSS 117: Le Caire, nid d'espions. Son dernier personnage était un rôle de notaire dans le film Gomez VS Tavarès.

C'était également un acteur de théâtre, pensionnaire de la Comédie-Française entre 1963 et 1966, il avait notamment joué Falstaff au festival d'Angers.

Il a quatre fils : Jérôme (1965), Erick (1966), Antoine (1987) et Jules (1988).

Il meurt le 25 juin 2007, à l'hôpital de Pontoise, des suites d'un cancer du poumon. Il repose au cimetière du Père-Lachaise à Paris.

Source: Article ""Claude Brosset"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0.",1943.0,"Juvisy-sur-Orge, Essonne, France",2007.0,actor,actor,miscellaneous,archive_sound
nm0001445,2641.0,Martin Landau,/3Hk817L900dnoOuvVJIaXhQdgNy.jpg,"tt0109707,tt0097123,tt0053125,tt0096316",1.2527,Inconnu,1928.0,"Brooklyn, New York City, New York, USA",2017.0,actor,actor,producer,miscellaneous
nm0341431,65562.0,Andy Griffith,/akaxOUO7UmxSX0Xlr6vrCNwzqt3.jpg,"tt0053479,tt0473308,tt0090481,tt0050371",0.9628,Inconnu,1926.0,"Mount Airy, North Carolina, USA",2012.0,actor,actor,producer,miscellaneous
nm0001682,1937.0,Mickey Rooney,/eYuayEC3xhXQf3Z1Cy6AVMEcgZb.jpg,"tt0031066,tt0057193,tt0033110,tt0054698",1.5159,Inconnu,1920.0,"Brooklyn, New York City, New York, USA",2014.0,actor,actor,producer,director
nm0167850,8854.0,Bill Cobbs,/xRBrI4rPkZuMBMDh8GPke20ZgUv.jpg,"tt0106697,tt0117887,tt0105121,tt1623205",0.9676,Inconnu,1934.0,"Cleveland, Ohio, USA",2024.0,actor,actor,producer,music_department
nm0001999,7868.0,Maury Chaykin,/Aqmsu1UHo40Md4RlLGfotSt8Lrr.jpg,"tt0104952,tt0086567,tt0099348,tt0119715",0.9335,Inconnu,1949.0,"Brooklyn, New York, USA",2010.0,actor,actor,miscellaneous,assistant_director
nm2367549,1884648.0,Isaac Kappy,/t2Yy4YwlmQGHCp6IOaCeWnMKENh.jpg,"tt0800369,tt0489049,tt0438488,tt4225622",1.1674,Inconnu,1977.0,"Albuquerque, New Mexico, USA",2019.0,actor,actor,writer,music_department
nm0001826,588.0,M. Emmet Walsh,/fVWvBxvwyk4aTA9vKZOV9qHRNNk.jpg,"tt0083658,tt0086979,tt0079367,tt0090887",1.2825,M. Emmet Walsh (né le 22 mars 1935) est un acteur américain qui a joué dans plus de 100 productions cinématographiques et télévisuelles.,1935.0,"Ogdensburg, New York, USA",2024.0,actor,actor,producer,stunts
nm0001199,1117.0,Dennis Farina,/4hEWe0ZcDpGlB3nRizLkVMcG13B.jpg,"tt0113161,tt0208092,tt0091474,tt0184858",0.847,Inconnu,1944.0,"Chicago, Illinois, USA",2013.0,actor,actor,producer,executive
nm0001719,18364.0,George Segal,/nkAMWhWNdCaRp1wPOOsaXuWnwoB.jpg,"tt0061184,tt1190080,tt0115798,tt0097778",0.9809,Inconnu,1934.0,"Great Neck, Long Island, New York, USA",2021.0,actor,actor,producer,soundtrack
nm0717395,44183.0,R.D. Reid,,"tt0363547,tt0805564,tt0848557,tt0120693",0.2061,Inconnu,1944.0,Canada ,2017.0,actor,actor,director,writer
